,RID,start,end,Distance,Time
1317,66735,"52.3693404309205, 9.72792148590088","52.36203662095, 9.73517417907715",1185,1033
1318,66736,"51.1327325650546, 7.21218216425769","51.1334021114857, 7.22428429133288",1177,933
1319,66740,"48.4018844816381, 13.3085632324219","48.3489623846144, 13.3058166503906",6468,5307
1320,66747,"53.6014338889378, 9.87865090370178","53.5470633811288, 9.86529350280762",6672,5461
1321,66751,"47.6510645828067, 8.34497451782227","47.6530195621804, 8.3382797241211",707,796
1322,66752,"50.0163193906143, 10.2862071990967","50.0123948085083, 10.3008842468262",1598,1328
1323,66758,"51.2547144160182, 7.16913592841593","52.7258682283035, 7.65211622303713",186358,152530
1324,66766,"52.5023034162913, 13.4342751502663","52.5406324239483, 13.4079160680994",6026,5090
1325,66768,"49.5958302917481, 11.1240005493164","49.5748868004673, 11.1353302001953",2654,2208
1326,66780,"52.5390546231673, 13.6416292190552","52.5360674747627, 13.6730003356934",6783,5491
1327,66784,"52.4863279646766, 13.2673645019531","52.5616645437844, 13.282470703125",14018,11466
1328,66788,"49.8440915930551, 10.0427227030741","49.8314536240325, 10.0648670207011",2497,2138
1329,66800,"49.9582892908627, 8.01313161849976","49.951002452406, 8.00714492797852",1288,1095
1330,66801,"49.9051589505692, 7.04438209533691","49.89807341901, 7.03991889953613",4265,4411
1331,66803,"50.7422327505109, 12.6567649841309","50.7386388008273, 12.65625",766,662
1332,66806,"53.4250889326287, 9.99386787414551","53.4221776084172, 9.99678611755371",478,435
1333,66807,"51.0516033149084, 6.20355608873069","51.0687979998823, 6.20295381493634",3282,2751
1334,66814,"49.5301735869441, 8.72649192810059","49.5394141805792, 8.73370170593262",1489,1669
1335,66818,"48.8327004766988, 9.31597709655762","48.8313397766028, 9.31966781616211",416,335
1336,66821,"51.4493641939109, 9.4132919353433","51.451464303719, 9.41154956555693",333,288
1337,66822,"52.2980432246557, 13.4442952723475","52.3024484316883, 13.4390442771837",799,669
1338,66826,"47.8723838652402, 9.80478286743164","47.9368240724673, 9.85673905815929",9333,7551
1339,66837,"52.576573245333, 13.4237480163574","52.5782545375057, 13.4072685241699",2054,1642
1340,66843,"51.513870548724, 10.2708435058594","51.6310180285296, 10.4727172851563",23315,19795
1341,66852,"54.3692769305328, 10.2059555053711","54.3693685987021, 10.1959991455078",839,677
1342,66856,"51.0908065064401, 13.7149572381168","51.105002218537, 13.7201070794254",2468,2274
1343,66857,"48.1601600324882, 12.8272247314453","48.1841757958253, 12.8268814086914",3701,3187
1344,66862,"50.1744869866923, 8.69001388549805","50.2168541215661, 8.64160537719727",6806,5745
1345,66865,"50.9637280118321, 6.98065280914307","50.9738001446796, 6.99296951293945",1944,1600
1346,66868,"51.3135642124534, 12.2671794891357","51.3231243898402, 12.352409362793",6843,5602
1347,66873,"49.44513324657, 11.0518523456631","49.4645575757212, 11.0373201375478",3671,3001
1348,66875,"52.1020644002867, 8.78601551055908","52.0957364778923, 8.77601623535156",1656,1494
1349,66876,"49.7122094712126, 8.83828639984131","49.7127275886012, 8.89420509338379",4840,4555
1350,66884,"52.2625722461397, 10.5405278208491","52.2696733666609, 10.577319143631",2702,2216
1351,66891,"50.6412420299322, 11.8192291259766","50.6486781591487, 11.7745971679688",4829,3936
1352,66892,"51.4884648266779, 9.1461181640625","51.4374035581685, 9.13787841796875",7307,6624
1353,66897,"49.7091854645686, 10.8962306601461","49.7134018782023, 10.9449643129483",4477,3704
1354,66900,"50.9501137340711, 6.82971954345703","50.9475266041627, 6.86954498291016",3179,2592
1355,66905,"49.1358037170552, 9.22690629959107","49.1292972751995, 9.20144677162171",2608,2120
1356,66912,"51.1934514301313, 6.44468307495117","51.2259002686133, 6.8138512596488",28999,23913
1357,66918,"48.4337867314951, 7.80865994689521","48.429911253999, 7.81586972472724",726,604
1358,66921,"49.5185500832634, 11.7461013793945","49.5102468839742, 11.7756271362305",2955,2363
1359,66923,"53.4617004045708, 10.2477979660034","53.4603881481955, 10.2471971511841",159,128
1360,66927,"52.3116681711959, 9.19581413269043","52.3138585971872, 9.19609308242798",832,665
1361,66929,"52.497635154121, 13.5145677244551","52.5027431652234, 13.5335683822632",2126,1738
1362,66930,"51.1116211099266, 6.41774511284893","51.1248888253282, 6.4127240201924",2205,1765
1363,66932,"49.1585030396517, 10.1727690688858","49.1518477843862, 10.1839807032229",1198,995
1364,66934,"51.9274801144864, 7.66952345555183","51.9144014218708, 7.66537279210752",2063,1693
1365,66938,"49.2356911158536, 7.24802397424355","49.24098304909, 7.25669718129211",1012,835
1366,66940,"50.5020999194931, 9.12809371948242","50.5100582534465, 9.22776460647583",7688,7782
1367,66941,"53.1400870528092, 8.20850372314453","53.1347861954901, 8.2122802734375",823,673
1368,66946,"48.087493169714, 11.6414480219828","48.073722453572, 11.6393022547709",2636,2162
1369,66948,"52.5944243030685, 13.3997368812561","52.6174428830034, 13.3876132965088",3347,2719
1370,66960,"53.3754468942112, 7.22115039825439","53.3728092108459, 7.21267461776733",1035,839
1371,66967,"48.0651316887236, 8.53569030761719","48.0413686610674, 8.52951049804688",3288,2713
1372,66983,"49.6378848543668, 8.66415023454465","49.6383133225738, 8.67476642830297",831,905
1373,66989,"49.2845485602328, 10.6695002317429","49.2803821193651, 10.6688189506531",565,468
1374,66992,"48.5416558271326, 9.9151611328125","48.5494044586154, 9.90451812744141",1862,1679
1375,66993,"53.0725012209779, 8.8198059797287","53.1010571963987, 8.83240699768067",4039,3317
1376,66998,"50.6142754221948, 12.2464352846146","50.6155384174698, 12.2511827945709",479,412
1377,66999,"50.3968698629274, 8.74550342559815","50.3796869612087, 8.75043869018555",2100,1825
1378,67001,"47.8713571152515, 12.6483192422893","47.8793479129689, 12.6469459512737",1246,1109
1379,67002,"50.0546010664996, 9.07499349097634","50.0566322350212, 9.08018088353856",579,738
1380,67017,"50.9969072886457, 6.91323280334473","50.9936099266218, 6.91079266369343",632,517
1381,67021,"48.7335637694035, 9.81966017978266","48.7337335940503, 9.8243522644043",1134,1231
1382,67027,"53.547974736271, 9.96141314506531","53.5580008478301, 9.95365405200573",1579,1313
1383,67028,"51.9861752033174, 8.04611206054688","51.9996885410859, 8.03752899169922",2013,1658
1384,67035,"50.1188170284205, 8.68881225585938","50.1337840546142, 8.25965881347656",37265,31515
1385,67037,"53.2625741601632, 10.4614219686482","53.2607079292044, 10.4847679159138",3511,2854
1386,67038,"51.0448476444618, 10.0634765625","51.4396632193147, 7.02129364013672",255780,209209
1387,67043,"51.6924626012591, 8.37347030639649","51.4547690615774, 8.44419479370117",29163,24740
1388,67051,"51.2223676455297, 6.78762495517731","51.2293553585198, 6.7791223526001",1241,1027
1389,67065,"53.648259668958, 10.1286363592953","53.7031322005366, 10.1324558275519",7142,5785
1390,67072,"52.4198550446, 13.5300493240356","52.4048382947323, 13.597469329834",5729,4756
1391,67078,"50.988260130453, 7.08987236022949","50.9942029035371, 7.07510948181152",2002,1617
1392,67095,"49.087039882078, 7.71236800937913","49.0843519619183, 7.70587491962942",937,769
1393,67096,"52.6879699727642, 13.2857322692871","52.7050019368657, 13.2956886291504",2945,2428
1394,67102,"52.0172332765299, 8.43609559542529","52.0208002908197, 8.43868231786473",756,731
1395,67109,"49.4101131961808, 7.37646102905274","49.4015196598028, 7.38068818784086",1168,966
1396,67123,"48.8880664222643, 9.12448627408594","48.8895253513308, 9.11126834806055",1083,898
1397,67125,"52.5290099169324, 13.5379242897034","52.5294792458765, 13.5397696495056",214,169
1398,67133,"52.885231210952, 7.29938507080078","52.8854143723845, 7.2811201075092",9306,7474
1399,67142,"52.5332341456523, 13.5461157543978","52.5336625976277, 13.5820369730936",2985,2565
1400,67148,"48.4240943865531, 11.5916372536958","48.4140560466121, 11.6679031844978",7756,6490
1401,67152,"53.6243265239, 10.0257979632079","53.6159319022477, 10.0233249674784",1415,1195
1402,67157,"49.3625046954214, 8.30841064453125","49.3651152857244, 8.29673767089844",1356,1110
1403,67160,"51.2280183685939, 6.75727844238281","51.2377501292214, 6.76199913024902",1485,1198
1404,67163,"53.4335000452602, 10.0992164632771","53.4069659552048, 10.081363680074",3703,2970
1405,67183,"51.0621403281735, 6.71363353729248","51.0622482133033, 6.70560836791992",871,727
1406,67184,"52.273252056551, 11.4755630493164","52.2690240363943, 11.4649200439453",1787,1467
1407,67191,"50.9424224444632, 6.87357902526856","50.9432626233165, 6.86729192733765",695,556
1408,67201,"52.5224881528076, 8.19734573364258","52.4781801445649, 8.09606552124024",8674,6987
1409,67202,"53.5566769906293, 13.2563781738281","53.5395040472766, 13.2179260253906",3679,3058
1410,67203,"48.760528654985, 8.23924827680457","48.7601495660782, 8.24165153608192",262,234
1411,67204,"51.3433557727599, 9.52629090752453","51.3454187251936, 9.5488643628778",2135,1903
1412,67228,"51.6530889191345, 7.79754638671875","51.6505239146572, 7.79273986816406",1078,866
1413,67249,"50.2357939609533, 7.44203567504883","50.2366792128133, 7.40409851074219",4324,4230
1414,67252,"48.4659821263273, 7.94650554656983","48.4711687919478, 7.95590400695801",1169,1005
1415,67260,"50.6085971457341, 12.1669807413127","50.6006511976249, 12.1641440400708",1139,1082
1416,67262,"50.6464195508342, 7.49997138977051","50.6700827747625, 7.48894214630127",4357,3753
1417,67263,"48.3484133486069, 10.939856171608","48.3409615607736, 10.9388637542725",942,763
1418,67272,"50.6065707764206, 12.6385474205017","50.6038875406482, 12.6408863067627",782,642
1419,67276,"51.3796159334053, 12.3216819763184","51.3984777167865, 12.3287200927734",3237,2670
1420,67279,"50.1199589793342, 8.68756771087647","50.1100696643282, 8.68411699855642",1364,1121
1421,67282,"51.5159553394995, 10.8025431632996","51.5132967554953, 10.7919859886169",836,660
1422,67286,"52.3433870359322, 14.0394973754883","52.3224285078456, 14.0394973754883",4377,3860
1423,67296,"50.0731487897014, 8.47955703735352","50.0674030506532, 8.49229881823703",1369,1094
1424,67298,"49.9008413563091, 8.03109169006348","49.9006616809904, 8.0341386795044",302,310
1425,67301,"53.6319350636925, 10.0109767843969","53.5943854018927, 10.0233650067821",4967,4122
1426,67303,"50.7762819760948, 7.88520199494087","50.7251800263131, 7.90200550563895",7229,6900
1427,67307,"50.8858745367208, 14.0090703964233","50.8852080491912, 14.0142524242401",385,334
1428,67311,"52.8325303260053, 13.8251137733459","52.8311774334675, 13.8150501251221",863,706
1429,67318,"53.8594633003809, 10.6705194711685","53.860215741459, 10.6779116392136",770,634
1430,67328,"50.7267161362689, 8.72640609741211","50.7149607234105, 8.71885299682617",2114,1746
1431,67333,"50.2908746972229, 6.67316436767578","50.3031564650951, 6.69548034667969",2465,2181
1432,67343,"48.2120302058538, 11.5589904785156","48.1774323887344, 11.5527248382568",4887,4069
1433,67344,"49.9799458727028, 9.14356041059364","51.2856698120957, 12.9969635093585",353528,293093
1434,67348,"48.3503589571573, 10.5861854553223","48.3361842396163, 10.6313180958387",4206,3395
1435,67362,"53.5496977372618, 10.0349807739258","53.5472118969789, 10.0315046310425",1024,836
1436,67365,"53.4946328537101, 13.3085632324219","53.4891793999408, 13.3339691162109",2160,1779
1437,67367,"50.7744645741799, 8.04010391235352","50.7514454011127, 8.04182052612305",3855,3691
1438,67374,"48.9927418524625, 12.1998023986816","48.9648058254293, 12.2912979125977",9375,7600
1439,67376,"50.9446131646709, 6.926429271698","50.9512914979625, 6.94181442260742",1566,1371
1440,67381,"51.0085866671023, 13.8544635756989","51.064043622404, 13.8003366020348",8762,7254
1441,67385,"51.6516993631517, 7.07607704680413","51.6794676492602, 7.17967564647552",9595,7878
1442,67388,"48.0474045838185, 11.6250600811327","48.117362202197, 11.5890834348102",9751,7953
1443,67389,"51.8358305567107, 6.69754028320312","51.8384093693984, 6.72569274902344",2434,2003
1444,67392,"48.0415372317904, 7.58335590362549","48.0197834661528, 7.58829116821289",3133,2571
1445,67395,"53.0522058969121, 8.76117110230552","53.0486453838381, 8.75259160951828",874,710
1446,67398,"48.0518503232928, 8.18464279174805","48.0486372646574, 8.16919326782227",1585,1534
1447,67401,"53.5541786139464, 9.96524333953858","53.5578241549895, 9.95380640029907",1144,972
1448,67404,"49.007952951865, 8.42445373535156","48.9919045796338, 8.4261703491211",2236,1896
1449,67409,"48.2730690374568, 13.0204296112061","48.2865626251281, 13.0371150991414",2250,2365
1450,67413,"52.3586467646715, 9.85179662704468","52.3505506397214, 9.8500230990901",1469,1255
1451,67417,"52.4349012950172, 13.5430955886841","52.4442342679086, 13.5461854934692",1505,1228
1452,67421,"51.4929814883103, 11.9701516628265","51.4931169645463, 11.952588558197",1375,1105
1453,67423,"48.1247595823739, 11.4774918313196","48.1221643459755, 11.5103364276001",3174,2586
1454,67425,"50.2991506321106, 12.1900177001953","51.1851966975389, 10.3848724463023",188689,154518
1455,67428,"51.5158626470796, 7.11349725723267","51.5161813391487, 7.13154315948486",1428,1173
1456,67432,"53.2417457827333, 10.4196310043335","53.2560740844647, 10.4073464870453",2124,1772
1457,67434,"51.1215934712896, 14.1852633655071","51.1324229565335, 14.2000329494476",2175,1784
1458,67437,"50.0123861902766, 9.29580688476563","50.0024763558794, 9.31456089019776",3333,3586
1459,67438,"53.5857268615198, 10.1510345935822","53.5748319960436, 10.1201248168945",2891,2349
1460,67440,"51.9104683743173, 12.7870559692383","51.9214449700921, 12.784309387207",1442,1201
1461,67444,"53.6283086364121, 9.95515823364258","53.6169605184853, 9.9385929107666",2092,1750
1462,67447,"50.1842797050538, 9.16017722454854","50.1900509263397, 9.167402026942",1221,951
1463,67451,"50.8176017831118, 12.8931427001953","50.8092216774783, 12.9027986526489",1800,1448
1464,67453,"52.6044445374528, 11.8584365886636","52.6123513683822, 11.8598098796792",1156,952
1465,67454,"53.0726805248061, 11.8721008300781","53.0793581611815, 11.8647623062134",1173,935
1466,67455,"52.2999050633101, 9.74802732467652","52.3007128775187, 9.75620269775391",1033,833
1467,67458,"50.1153084546102, 8.09670925140381","50.0498643242486, 8.1075668334961",8073,6408
1468,67461,"49.7012109253268, 8.62157821306027","49.7278984201365, 8.62638473161496",4419,4372
1469,67463,"52.4322706565533, 13.2658195495605","52.439521156245, 13.2529449462891",1469,1236
1470,67465,"51.0940553226733, 6.84182167053223","51.0523190878405, 6.79804801940918",6896,5650
1471,67466,"50.0992345245429, 8.68417739868164","50.0601367553567, 8.69516372680664",4922,4086
1472,67468,"49.4437286831384, 11.0425901412964","49.4449232795893, 11.0391283033096",376,300
1473,67477,"51.9985266392262, 11.7536888143513","52.0622289130211, 11.8023729327251",10828,8775
1474,67480,"48.0884855243474, 11.640525340772","48.0873077876879, 11.6363625523809",488,395
1475,67482,"51.5811904563336, 6.41070127378043","51.5796850890708, 6.42145872094261",1496,1214
1476,67483,"51.0034649157194, 9.71603393554688","51.0120518582817, 9.6895980834961",3019,2425
1477,67487,"53.1480596320254, 8.21865320205689","53.1448707348801, 8.25262069702149",2779,2268
1478,67494,"49.2361002294922, 6.99460029602051","49.2585831341389, 7.01279640197754",4095,3774
1479,67496,"54.0830159288238, 13.4151273962561","54.0847081698846, 13.4306806324821",1334,1071
1480,67499,"54.1315772200473, 8.84890364133753","54.1336675085915, 8.83893227590306",1094,870
1481,67503,"51.327179264237, 9.17090607108548","51.3169663428646, 9.49730302789249",26462,21953
1482,67510,"50.609060126745, 12.6347751606954","50.6131905001783, 12.6315135945333",644,595
1483,67511,"52.2894907317968, 8.01555633544922","52.2914774932913, 8.00851821899414",877,706
1484,67517,"50.8289135361366, 6.97803497314453","50.7794934208548, 7.00644493103027",7035,5775
1485,67522,"49.7438990249853, 8.23494786804076","49.7257115382736, 8.22001332824584",3300,2993
1486,67529,"51.1893195403452, 14.4243621826172","51.1909484703455, 14.4219589233398",965,838
1487,67537,"49.5929233634171, 11.2233924865723","49.5903727040554, 11.2245941162109",1239,1039
1488,67538,"52.2474885800967, 13.3814978599548","52.250665552215, 13.3713698387146",1142,921
1489,67541,"48.9808338220282, 8.39447307691444","48.9787072559234, 8.3831262588501",1180,958
1490,67543,"50.6614194605417, 7.15395033359528","50.6346773470968, 7.06782996654511",7747,6481
1491,67545,"53.7817394991129, 12.1776688098907","53.7820184260807, 12.157187461853",1883,1490
